Series Name,Region,Country Name,Дружественная страна?,2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],Представительство McKinsey,Представительство Bain,Представительство BCG,Представительство Deloitte,Представительство PricewaterhouseCoopers,Представительство Ernst & Young,Представительство KPMG,Country Code
"Agriculture, forestry, and fishing, value added (% of GDP)",,Grenada,,"5,205439438","4,679512027","4,903077868","5,337845862","4,324184931",,,,,,,,GRD
"Agriculture, forestry, and fishing, value added (% of GDP)",,Guam,,..,..,..,..,..,,,,,,,,GUM
"Agriculture, forestry, and fishing, value added (% of GDP)",,Guatemala,,"9,435507565","9,408725551","9,926991862","9,298996817","9,306532549",,,,,,,Есть,GTM
"Agriculture, forestry, and fishing, value added (% of GDP)",,Guinea,,"22,94000927","26,42727681","26,13789757","27,31991763","27,31991763",,,,,,,,GIN
"Agriculture, forestry, and fishing, value added (% of GDP)",,Guinea-Bissau,,"30,72370337","30,39657945","30,86324475",..,..,,,,,,,,GNB
"Agriculture, forestry, and fishing, value added (% of GDP)",,Guyana,,"19,53579387","17,59533673","16,85117865","13,48893863",..,,,,,,,,GUY
"Agriculture, forestry, and fishing, value added (% of GDP)",,Haiti,,"18,70601412","19,18740373","20,36249373","20,68142888","20,27534931",,,,,,,,HTI
"Agriculture, forestry, and fishing, value added (% of GDP)",,Honduras,,"11,61016046","10,75365045","12,11718092","11,04084777","12,57248573",,,,,,,,HND
"Agriculture, forestry, and fishing, value added (% of GDP)",Восточная Азия,"Hong Kong SAR, China",Да,"0,06214227195","0,07230172561","0,09896131726","0,07560271193",..,,Есть,,,,,,HKG
"Agriculture, forestry, and fishing, value added (% of GDP)",,Hungary,,"3,486371748","3,332407116","3,390506404","3,455226691","2,74790798",,,,,,,,HUN
"Agriculture, forestry, and fishing, value added (% of GDP)",,Iceland,,"3,90324413","4,383098381","4,639813334","4,326415401","4,070241249",,,,,,,,ISL
"Agriculture, forestry, and fishing, value added (% of GDP)",Южная Азия,India,Да,"16,03163069","16,7555683","18,63553127","17,32626325","16,61835277",Есть,Есть,Есть,Есть,Есть,Есть,Есть,IND
"Agriculture, forestry, and fishing, value added (% of GDP)",Юго-Восточная Азия,Indonesia,Да,"12,80849756","12,71260266","13,69841428","13,28021654","12,39965922",Есть,Есть,Есть,,,,,IDN
"Agriculture, forestry, and fishing, value added (% of GDP)",Ближний Восток,"Iran, Islamic Rep.",Да,"11,2190019","13,32486917","12,21299811","12,393096","12,46061745",,,,,,,,IRN
"Agriculture, forestry, and fishing, value added (% of GDP)",Ближний Восток,Iraq,Да,"2,815817643","3,770008253","6,088674133","3,310780564","2,851425262",,,,,,,,IRQ
"Agriculture, forestry, and fishing, value added (% of GDP)",,Ireland,,"0,8913990166","0,9049995557","0,9312033449","1,01776298","1,080178518",,,,,,,,IRL
"Agriculture, forestry, and fishing, value added (% of GDP)",,Isle of Man,,"0,4109358992","0,3166706655","0,3726339242",..,..,,,,,,,,IMN
"Agriculture, forestry, and fishing, value added (% of GDP)",Ближний Восток,Israel,Да,"1,385569111","1,338553005","1,31645049","1,26100865",..,,,,,,Есть,Есть,ISR
"Agriculture, forestry, and fishing, value added (% of GDP)",,Italy,,"1,945420074","1,907295723","2,008452758","1,935608668","1,960114681",,,,,,,,ITA
"Agriculture, forestry, and fishing, value added (% of GDP)",Южная Америка,Jamaica,Да,"6,592227603","7,019602139","8,68323599","8,340802427","8,099365102",,,,,,,Есть,JAM
"Agriculture, forestry, and fishing, value added (% of GDP)",,Japan,,"1,044248236","1,038947445","1,028080308","0,9509095082",..,,,,,,,,JPN
"Agriculture, forestry, and fishing, value added (% of GDP)",Ближний Восток,Jordan,Да,"4,380843929","4,371937644","4,608260482","4,646242866","4,667691102",,,,Есть,Есть,Есть,Есть,JOR
"Agriculture, forestry, and fishing, value added (% of GDP)",Центральная Азия,Kazakhstan,Да,"4,395858103","4,466335958","5,391282693","5,03000194","5,188944619",Есть,,,Есть,Есть,Есть,Есть,KAZ
"Agriculture, forestry, and fishing, value added (% of GDP)",Африка,Kenya,Да,"20,31491042","20,86116381","22,70272616","21,4770751","21,16571691",Есть,,Есть,Есть,Есть,Есть,Есть,KEN
"Agriculture, forestry, and fishing, value added (% of GDP)",,Kiribati,,"25,3104943","25,90361111","26,67143411",..,..,,,,,,,,KIR
"Agriculture, forestry, and fishing, value added (% of GDP)",Восточная Азия,"Korea, Dem. People's Rep.",Да,..,..,..,..,..,,,,,,,,PRK
"Agriculture, forestry, and fishing, value added (% of GDP)",,"Korea, Rep.",,"1,746403394","1,667930979","1,765720481","1,789648678","1,586389096",,,,,,,,KOR
"Agriculture, forestry, and fishing, value added (% of GDP)",,Kosovo,,"6,531164333","7,238669919","7,362009758","6,923305531","7,38685941",,,,,,,,XKX
"Agriculture, forestry, and fishing, value added (% of GDP)",Ближний Восток,Kuwait,Да,"0,4473387175","0,3845798115","0,4574732731",..,..,Есть,,,,,,Есть,KWT
"Agriculture, forestry, and fishing, value added (% of GDP)",Центральная Азия,Kyrgyz Republic,Да,"11,67528648","11,66510823","13,5743344","13,78217766","12,12043662",,Есть,,Есть,Есть,Есть,Есть,KGZ
"Agriculture, forestry, and fishing, value added (% of GDP)",,Lao PDR,,"15,70918682","16,05033906","16,33776236","16,06769702","14,62718976",,,,,,,Есть,LAO
"Agriculture, forestry, and fishing, value added (% of GDP)",,Latvia,,"3,593805161","4,16621399","4,336400108","4,233850853","5,123117829",,,,,,,,LVA
"Agriculture, forestry, and fishing, value added (% of GDP)",,Lebanon,,"3,231897283","3,169099851","3,078250006","1,400165615",..,,,,,,,Есть,LBN
"Agriculture, forestry, and fishing, value added (% of GDP)",Африка,Lesotho,Да,"4,24977551","4,370426526","5,028820149","4,22383022","3,508109574",,,,,,,,LSO
"Agriculture, forestry, and fishing, value added (% of GDP)",,Liberia,,"35,49669991","36,43715132","41,05196658","36,96209746","36,19052577",,,,,,,,LBR
"Agriculture, forestry, and fishing, value added (% of GDP)",,Libya,,"3,66012922","4,088789752","3,593861633","1,699372796","1,597219234",,,,,,,,LBY
"Agriculture, forestry, and fishing, value added (% of GDP)",,Liechtenstein,,"0,139045931","0,1391407667","0,2011972065",..,..,,,,,,,,LIE
"Agriculture, forestry, and fishing, value added (% of GDP)",,Lithuania,,"2,87960341","3,102898562","3,516363216","3,315291771","4,019704954",,,,,,,,LTU
"Agriculture, forestry, and fishing, value added (% of GDP)",,Luxembourg,,"0,2346544721","0,2206013866","0,2124080017","0,1950175605","0,245201223",,,,,,,,LUX
"Agriculture, forestry, and fishing, value added (% of GDP)",,"Macao SAR, China",,..,..,..,..,..,,,,,,,,MAC
"Agriculture, forestry, and fishing, value added (% of GDP)",Африка,Madagascar,Да,"23,9733833","22,95625201","24,6929444","23,18822377","22,39696445",,,,,,,,MDG
"Agriculture, forestry, and fishing, value added (% of GDP)",,Malawi,,"21,62943584","23,00254031","22,89242878","22,77412987","21,76208759",,,,,,,,MWI
"Agriculture, forestry, and fishing, value added (% of GDP)",Юго-Восточная Азия,Malaysia,Да,"7,512089533","7,241308","8,168545268","9,588179408","8,927887404",Есть,,Есть,,,Есть,Есть,MYS
"Agriculture, forestry, and fishing, value added (% of GDP)",Южная Азия,Maldives,Да,"5,235853287","4,603988365","8,004879401","5,265833594",..,,,,,,Есть,Есть,MDV
"Agriculture, forestry, and fishing, value added (% of GDP)",,Mali,,"37,61244316","37,30779732","36,18804497","35,68182612","36,42129848",,,,,,,,MLI
"Agriculture, forestry, and fishing, value added (% of GDP)",,Malta,,"0,6532607446","0,4662038634","0,7709788852","0,8842789432","0,9518679954",,,,,,,,MLT
"Agriculture, forestry, and fishing, value added (% of GDP)",,Marshall Islands,,"16,48094221","18,45196932","20,25757646","25,2991943",..,,,,,,,,MHL
"Agriculture, forestry, and fishing, value added (% of GDP)",,Mauritania,,"23,655966","21,65221349","19,61785191","18,57871142","19,20328984",,,,,,,,MRT
"Agriculture, forestry, and fishing, value added (% of GDP)",Африка,Mauritius,Да,"2,563958988","2,707241441","3,143808683","3,27999047","3,39052051",,,,,,,Есть,MUS
"Agriculture, forestry, and fishing, value added (% of GDP)",Латинская Америка,Mexico,Да,"3,383800383","3,39122456","3,795554611","3,889201203","4,149909258",Есть,Есть,Есть,,,,Есть,MEX
"Agriculture, forestry, and fishing, value added (% of GDP)",,"Micronesia, Fed. Sts.",,"22,51219919","23,25449029","22,10164216","22,27563424","22,46358128",,,,,,,,FSM
"Agriculture, forestry, and fishing, value added (% of GDP)",Восточная  Европа,Moldova,Да,"10,14687846","10,16081263","9,366692014","10,58658701","7,922414562",,,,Есть,Есть,Есть,Есть,MDA
"Agriculture, forestry, and fishing, value added (% of GDP)",,Monaco,,..,..,..,..,..,,,,,,,,MCO
"Agriculture, forestry, and fishing, value added (% of GDP)",Восточная Азия,Mongolia,Да,"11,42800452","11,55838286","12,9656563","13,16317419","13,24639419",,,,,,Есть,Есть,MNG
"Agriculture, forestry, and fishing, value added (% of GDP)",,Montenegro,,"6,732237789","6,393841926","7,554892152","6,461483445","6,349287128",,,,,,,,MNE
"Agriculture, forestry, and fishing, value added (% of GDP)",Африка,Morocco,Да,"11,30554024","10,84240174","10,66417683","12,03586174","10,73427629",Есть,,Есть,,,Есть,,MAR
"Agriculture, forestry, and fishing, value added (% of GDP)",Африка,Mozambique,Да,"24,56767288","24,21143333","25,99472371","27,49537958",..,,,,,,,Есть,MOZ
"Agriculture, forestry, and fishing, value added (% of GDP)",Юго-Восточная Азия,Myanmar,Да,"23,0027856","21,35405077","20,93377792","23,43886448","20,30430067",,,,,,,Есть,MMR
"Agriculture, forestry, and fishing, value added (% of GDP)",Африка,Namibia,Да,"7,768297709","7,083976852","9,158178088","9,490370279","8,583972882",,,,Есть,,Есть,Есть,NAM
"Agriculture, forestry, and fishing, value added (% of GDP)",,Nauru,,..,..,..,..,..,,,,,,,,NRU
"Agriculture, forestry, and fishing, value added (% of GDP)",,Nepal,,"22,33467205","21,58337276","22,18009019","22,02145228","21,06074864",,,,,,,,NPL
"Agriculture, forestry, and fishing, value added (% of GDP)",,Netherlands,,"1,650673719","1,635805696","1,599060927","1,5485055","1,669808093",,,,,,,,NLD
"Agriculture, forestry, and fishing, value added (% of GDP)",,New Caledonia,,..,"1,786138614",..,..,..,,,,,,,,NCL
"Agriculture, forestry, and fishing, value added (% of GDP)",,New Zealand,,"5,664351421","5,687485121","5,652008115",..,..,,,,,,,,NZL
"Agriculture, forestry, and fishing, value added (% of GDP)",,Nicaragua,,"15,32206458","15,52967804","15,73674479","15,5293011","16,78432754",,,,,,,,NIC
"Agriculture, forestry, and fishing, value added (% of GDP)",,Niger,,"37,66166253","36,91488244","38,37691599","36,48102662",..,,,,,,,,NER
"Agriculture, forestry, and fishing, value added (% of GDP)",,Nigeria,,"21,20377372","21,90629593","24,14330587","23,35705876","23,69187184",Есть,,Есть,,,,,NGA
"Agriculture, forestry, and fishing, value added (% of GDP)",,North Macedonia,,"8,47039847","8,132291394","8,569042578","7,249327773","8,124000447",,,,,,,,MKD
"Agriculture, forestry, and fishing, value added (% of GDP)",,Northern Mariana Islands,,..,..,..,..,..,,,,,,,,MNP
"Agriculture, forestry, and fishing, value added (% of GDP)",,Norway,,"1,811199019","1,782461022","1,843929425","1,650813701","1,551989856",,,,,,,,NOR
"Agriculture, forestry, and fishing, value added (% of GDP)",Ближний Восток,Oman,Да,"1,849420191","1,994719339","2,469339655","2,120779761","1,840796923",,,,,,Есть,Есть,OMN
"Agriculture, forestry, and fishing, value added (% of GDP)",Ближний Восток,Pakistan,Да,"21,65123536","20,67787132","21,85413255","22,67375254","22,25063733",Есть,,,,,Есть,Есть,PAK
"Agriculture, forestry, and fishing, value added (% of GDP)",,Palau,,"3,43980344","3,406238795","3,453751489","3,856749311",..,,,,,,,,PLW
"Agriculture, forestry, and fishing, value added (% of GDP)",,Panama,,"2,370477759","2,35729952","2,945244976","2,655073442","2,619447509",Есть,,Есть,,,,Есть,PAN
"Agriculture, forestry, and fishing, value added (% of GDP)",,Papua New Guinea,,"16,97383552","16,97614335","18,75532764",..,..,,,,,,,,PNG
"Agriculture, forestry, and fishing, value added (% of GDP)",,Paraguay,,"10,25270136","9,995011242","11,08346079","11,61831033","11,32977448",,,,,,,,PRY
"Agriculture, forestry, and fishing, value added (% of GDP)",Латинская Америка,Peru,Да,"6,885842851","6,853031035","7,695435643","7,218461347",..,Есть,,Есть,,,,Есть,PER
"Agriculture, forestry, and fishing, value added (% of GDP)",Юго-Восточная Азия,Philippines,Да,"9,650140358","8,820323747","10,18531103","10,06916603","9,549349895",Есть,Есть,Есть,,,Есть,Есть,PHL
"Agriculture, forestry, and fishing, value added (% of GDP)",,Poland,,"2,414618158","2,369464259","2,568837715","2,223977","2,130732057",,,,,,,,POL
"Agriculture, forestry, and fishing, value added (% of GDP)",,Portugal,,"2,036529883","2,088548542","2,173939659","2,187675294","1,896351154",,,,,,,,PRT
"Agriculture, forestry, and fishing, value added (% of GDP)",,Puerto Rico,,"0,707917443","0,6823214721","0,6610046068","0,6675823478","0,6612609182",,,,,,,,PRI
"Agriculture, forestry, and fishing, value added (% of GDP)",,Qatar,,"0,2182576462","0,2600053112","0,3387503938","0,2983307672","0,2548551928",Есть,Есть,,,,,Есть,QAT
"Agriculture, forestry, and fishing, value added (% of GDP)",,Romania,,"4,564559454","4,420082599","4,178854038","4,51565535","4,459978758",,,,,,,,ROU
"Agriculture, forestry, and fishing, value added (% of GDP)",,Russian Federation,,"3,394253381","3,530302914","4,006351634","3,870001244","3,901417713",,,,,,,,RUS
"Agriculture, forestry, and fishing, value added (% of GDP)",,Rwanda,,"24,62682286","23,56752419","26,66047791","24,09464052","24,89459792",,,,,,,Есть,RWA
"Agriculture, forestry, and fishing, value added (% of GDP)",,Samoa,,"9,147660338","9,104548751","9,536282216","9,853643101","9,937776737",,,,,,,,WSM
"Agriculture, forestry, and fishing, value added (% of GDP)",,San Marino,,"0,01640669827","0,01527747593","0,01410091691","0,01662539278",..,,,,,,,,SMR
"Agriculture, forestry, and fishing, value added (% of GDP)",,Sao Tome and Principe,,"11,39674549","12,52606203","14,22842549","13,94786241","13,05511955",,,,,,,,STP
"Agriculture, forestry, and fishing, value added (% of GDP)",Ближний Восток,Saudi Arabia,Да,"2,481621633","2,559535141","2,960262013","2,696796374","2,405839606",Есть,Есть,,,,,Есть,SAU
"Agriculture, forestry, and fishing, value added (% of GDP)",,Senegal,,"14,98751956","14,89627212","16,14877948","15,46872396","15,7433958",,,,,,,Есть,SEN
"Agriculture, forestry, and fishing, value added (% of GDP)",Восточная  Европа,Serbia,Да,"6,342783371","5,954416345","6,343350028","6,292984085","6,751864216",Есть,,Есть,Есть,Есть,Есть,Есть,SRB
"Agriculture, forestry, and fishing, value added (% of GDP)",Африка,Seychelles,Да,"2,684755278","2,71031876","2,706902003","2,883647355","2,867099025",,,,,,,,SYC
"Agriculture, forestry, and fishing, value added (% of GDP)",,Sierra Leone,,"58,93441329","58,15447086","59,48739589","57,44878664",..,,,,,,,,SLE
"Agriculture, forestry, and fishing, value added (% of GDP)",,Singapore,,"0,03013746382","0,03219430968","0,0328901382","0,03147370347","0,02810988744",,,,,,,Есть,SGP
"Agriculture, forestry, and fishing, value added (% of GDP)",,Sint Maarten (Dutch part),,..,..,..,..,..,,,,,,,,SXM
"Agriculture, forestry, and fishing, value added (% of GDP)",,Slovak Republic,,"2,145052112","1,668760672","1,730678491","1,77725342","2,219211503",,,,,,,,SVK
"Agriculture, forestry, and fishing, value added (% of GDP)",,Slovenia,,"2,245374796","2,00983378","2,093739799","1,689430454","1,713871115",,,,,,,,SVN
"Agriculture, forestry, and fishing, value added (% of GDP)",,Solomon Islands,,"33,96875559","32,67115007","34,11983831",..,..,,,,,,,,SLB
"Agriculture, forestry, and fishing, value added (% of GDP)",,Somalia,,..,..,..,..,..,,,,,,,,SOM
"Agriculture, forestry, and fishing, value added (% of GDP)",Африка,South Africa,Да,"2,266088718","1,962137989","2,520639447","2,467609563","2,570586441",Есть,Есть,Есть,,,,,ZAF
"Agriculture, forestry, and fishing, value added (% of GDP)",,South Sudan,,..,..,..,..,..,,,,,,,,SSD
"Agriculture, forestry, and fishing, value added (% of GDP)",,Spain,,"2,75621979","2,468942516","2,871137373","2,611443752","2,408319443",,,,,,,,ESP
"Agriculture, forestry, and fishing, value added (% of GDP)",Южная Азия,Sri Lanka,Да,"7,592066517","7,256248938","8,238012422","8,834625715","8,749250343",Есть,,,Есть,Есть,Есть,Есть,LKA
"Agriculture, forestry, and fishing, value added (% of GDP)",,St. Kitts and Nevis,,"0,9110324691","0,8929586317","1,114642347","1,422806202","1,310751381",,,,,,,,KNA
"Agriculture, forestry, and fishing, value added (% of GDP)",,St. Lucia,,"1,634828325","1,729657075","1,947131828","1,762876664","1,639292985",,,,,,,,LCA
"Agriculture, forestry, and fishing, value added (% of GDP)",,St. Martin (French part),,..,..,..,..,..,,,,,,,,MAF
"Agriculture, forestry, and fishing, value added (% of GDP)",,St. Vincent and the Grenadines,,"7,109394349","7,001032621","8,59752905","5,356755979","4,66737485",,,,,,,,VCT
"Agriculture, forestry, and fishing, value added (% of GDP)",,Sudan,,"21,99347316","20,16401535","20,32086275","6,357092128","5,031292051",,,,,,,,SDN
"Agriculture, forestry, and fishing, value added (% of GDP)",,Suriname,,"10,03296998","8,596906948","8,136028415","9,188493633",..,,,,,,,,SUR
"Agriculture, forestry, and fishing, value added (% of GDP)",,Sweden,,"1,392786621","1,392124832","1,329353872","1,287724001","1,407024509",,,,,,,,SWE
"Agriculture, forestry, and fishing, value added (% of GDP)",,Switzerland,,"0,6437507023","0,6477455269","0,7002238281","0,6291996955","0,6124666978",,,,,,,,CHE
"Agriculture, forestry, and fishing, value added (% of GDP)",Ближний Восток,Syrian Arab Republic,Да,"39,00988119","40,74104479","36,63334674",..,..,,,,,,Есть,,SYR
"Agriculture, forestry, and fishing, value added (% of GDP)",Центральная Азия,Tajikistan,Да,"19,77196478","20,86707336","22,69043084","22,44908055",..,,Есть,,Есть,Есть,,,TJK
"Agriculture, forestry, and fishing, value added (% of GDP)",Африка,Tanzania,Да,"27,86859948","26,59431195","25,25490167","24,78845062","24,26903282",,,,,,,,TZA
"Agriculture, forestry, and fishing, value added (% of GDP)",Юго-Восточная Азия,Thailand,Да,"8,201819262","8,12856804","8,702766707","8,708375671","8,822149199",,Есть,Есть,,Есть,Есть,Есть,THA
"Agriculture, forestry, and fishing, value added (% of GDP)",,Timor-Leste,,"17,68159342","14,15700739","13,14893839","8,637737909",..,,,,,,,,TLS
"Agriculture, forestry, and fishing, value added (% of GDP)",,Togo,,"19,64960041","19,51465654","18,89497376","18,54209208","18,32254869",,,,,,,,TGO
"Agriculture, forestry, and fishing, value added (% of GDP)",,Tonga,,"17,07230205","19,63512082","17,81156692","16,32324846",..,,,,,,,,TON
"Agriculture, forestry, and fishing, value added (% of GDP)",,Trinidad and Tobago,,"1,027005274","0,8216389342","1,170308658","0,9633794118",..,,,,,,,,TTO
"Agriculture, forestry, and fishing, value added (% of GDP)",Африка,Tunisia,Да,"9,888514898","9,766251983","10,38026906","10,13858121","10,08834288",,,,,,Есть,,TUN
"Agriculture, forestry, and fishing, value added (% of GDP)",Ближний Восток,Turkiye,Да,"5,77601221","6,408687149","6,668155022","5,543076988","6,460464797",Есть,Есть,Есть,Есть,Есть,Есть,Есть,TUR
"Agriculture, forestry, and fishing, value added (% of GDP)",Центральная Азия,Turkmenistan,Да,"11,04156884","11,0382436",..,..,..,,,,,,,,TKM
"Agriculture, forestry, and fishing, value added (% of GDP)",,Turks and Caicos Islands,,"0,3908629168","0,360359608","0,430680642","0,3893551476",..,,,,,,,,TCA
"Agriculture, forestry, and fishing, value added (% of GDP)",,Tuvalu,,..,..,..,..,..,,,,,,,,TUV
"Agriculture, forestry, and fishing, value added (% of GDP)",,Uganda,,"23,25029354","22,94550881","23,92903372","23,84180383","24,06093801",,,,,,,Есть,UGA
"Agriculture, forestry, and fishing, value added (% of GDP)",,Ukraine,,"10,13953311","8,965181014","9,310151098","10,88577211","8,222205698",,,,,,,,UKR
"Agriculture, forestry, and fishing, value added (% of GDP)",,United Arab Emirates,,"0,7114640023","0,7467122028","0,9638907144","0,9140259435",..,Есть,Есть,Есть,,,,Есть,ARE
"Agriculture, forestry, and fishing, value added (% of GDP)",,United Kingdom,,"0,5669297908","0,6045083249","0,643773162","0,6747726898","0,7094866087",,,,,,,,GBR
"Agriculture, forestry, and fishing, value added (% of GDP)",,United States,,"0,9039006427","0,8388128914","0,9488474318","0,9595666565",..,,,,,,,,USA
"Agriculture, forestry, and fishing, value added (% of GDP)",Латинская Америка,Uruguay,Да,"5,718803255","6,556707644","6,491434616","8,128929945","7,271275646",Есть,,,,,,Есть,URY
"Agriculture, forestry, and fishing, value added (% of GDP)",Центральная Азия,Uzbekistan,Да,"26,56271253","24,3818234","24,85383322","24,61828846","23,46539478",,,Есть,Есть,Есть,Есть,Есть,UZB
"Agriculture, forestry, and fishing, value added (% of GDP)",,Vanuatu,,"21,21918787",..,..,..,..,,,,,,,,VUT
"Agriculture, forestry, and fishing, value added (% of GDP)",Латинская Америка,"Venezuela, RB",Да,..,..,..,..,..,,,,,,Есть,Есть,VEN
"Agriculture, forestry, and fishing, value added (% of GDP)",Юго-Восточная Азия,Vietnam,Да,"12,30667472","11,78452616","12,65539719","12,56036351","11,87710793",Есть,Есть,Есть,Есть,Есть,Есть,Есть,VNM
"Agriculture, forestry, and fishing, value added (% of GDP)",,Virgin Islands (U.S.),,..,..,..,..,..,,,,,,,,VIR
"Agriculture, forestry, and fishing, value added (% of GDP)",,West Bank and Gaza,,"7,359645135","7,054016984","7,101605104","6,316748578",..,,,,,,,,PSE
"Agriculture, forestry, and fishing, value added (% of GDP)",,"Yemen, Rep.",,"17,18312667",..,..,..,..,,,,,,,,YEM
"Agriculture, forestry, and fishing, value added (% of GDP)",,Zambia,,"3,341123992","2,860774937","2,977086346","3,393276589","3,388657957",,,,,,,Есть,ZMB
"Agriculture, forestry, and fishing, value added (% of GDP)",Африка,Zimbabwe,Да,"7,319375146","9,819261605","8,772858756","8,849899248",..,,,,,,Есть,Есть,ZWE
"Agriculture, forestry, and fishing, value added (% of GDP)",,Africa Eastern and Southern,,"11,94607675","12,68394916","14,64546869","13,41694775","13,92131173",,,,,,,,AFE
"Agriculture, forestry, and fishing, value added (% of GDP)",,Africa Western and Central,,"20,51089279","20,80801329","22,53347849","21,66567759","21,88906432",,,,,,,,AFW
"Agriculture, forestry, and fishing, value added (% of GDP)",,Arab World,,"4,604402334","4,877442463","5,470668839","4,858737731","4,238635838",,,,,,,,ARB
"Agriculture, forestry, and fishing, value added (% of GDP)",,Caribbean small states,,"4,20059845","4,049293125","4,851010064","4,505975524",..,,,,,,,,CSS
"Agriculture, forestry, and fishing, value added (% of GDP)",,Central Europe and the Baltics,,"2,833949069","2,75366756","2,846577174","2,779041275","2,792620018",,,,,,,,CEB
"Agriculture, forestry, and fishing, value added (% of GDP)",,Early-demographic dividend,,"10,36869376","10,71262698","11,79027758","11,28136743","10,80145838",,,,,,,,EAR
"Agriculture, forestry, and fishing, value added (% of GDP)",,East Asia & Pacific,,"5,394212352","5,456270657","5,88385454","5,767928489","5,973526629",,,,,,,,EAS
"Agriculture, forestry, and fishing, value added (% of GDP)",,East Asia & Pacific (excluding high income),,"7,736364487","7,792076741","8,381358102","7,927631836","7,915223129",,,,,,,,EAP
"Agriculture, forestry, and fishing, value added (% of GDP)",,East Asia & Pacific (IDA & IBRD countries),,"7,723390922","7,77901441","8,367309128","7,914344559","7,901955557",,,,,,,,TEA
"Agriculture, forestry, and fishing, value added (% of GDP)",,Euro area,,"1,511783459","1,474237947","1,529504236","1,52924405","1,646033385",,,,,,,,EMU
"Agriculture, forestry, and fishing, value added (% of GDP)",,Europe & Central Asia,,"1,950681068","1,978218709","2,07110563","2,037740869","2,180515613",,,,,,,,ECS
"Agriculture, forestry, and fishing, value added (% of GDP)",,Europe & Central Asia (excluding high income),,"5,192867405","5,386314141","5,927969958","5,591580479","5,540422521",,,,,,,,ECA
"Agriculture, forestry, and fishing, value added (% of GDP)",,Europe & Central Asia (IDA & IBRD countries),,"4,720354633","4,858125965","5,25699927","4,988776057","4,979853172",,,,,,,,TEC
"Agriculture, forestry, and fishing, value added (% of GDP)",,European Union,,"1,616322013","1,586817124","1,643088838","1,627009934","1,726384666",,,,,,,,EUU
"Agriculture, forestry, and fishing, value added (% of GDP)",,Fragile and conflict affected situations,,"16,54305542","17,2952617","19,17787839","18,12728801","17,45878009",,,,,,,,FCS
"Agriculture, forestry, and fishing, value added (% of GDP)",,Heavily indebted poor countries (HIPC),,"21,36292945","21,58427921","22,99063659","21,9943564","21,41308323",,,,,,,,HPC
"Agriculture, forestry, and fishing, value added (% of GDP)",,High income,,"1,266892591","1,216187699","1,28766238","1,280727053",..,,,,,,,,HIC
"Agriculture, forestry, and fishing, value added (% of GDP)",,IBRD only,,"7,528545717","7,717903333","8,524395008","8,196817754","8,071139988",,,,,,,,IBD
"Agriculture, forestry, and fishing, value added (% of GDP)",,IDA & IBRD total,,"8,39129411","8,576598851","9,402714023","8,999999618","8,867884393",,,,,,,,IBT
"Agriculture, forestry, and fishing, value added (% of GDP)",,IDA blend,,"20,46414282","20,67721481","22,31751787","21,9095618","21,94447693",,,,,,,,IDB
"Agriculture, forestry, and fishing, value added (% of GDP)",,IDA only,,"18,7493038","18,59467623","19,00700636","18,50821071","17,87148938",,,,,,,,IDX
"Agriculture, forestry, and fishing, value added (% of GDP)",,IDA total,,"19,50395947","19,49788502","20,37787887","19,92113274","19,58006712",,,,,,,,IDA
"Agriculture, forestry, and fishing, value added (% of GDP)",,Late-demographic dividend,,"6,037520626","6,104957134","6,786623361","6,596621089","6,490623281",,,,,,,,LTE
"Agriculture, forestry, and fishing, value added (% of GDP)",,Latin America & Caribbean,,"5,454134144","5,442946455","6,46618403","7,195927079","6,993413518",,,,,,,,LCN
"Agriculture, forestry, and fishing, value added (% of GDP)",,Latin America & Caribbean (excluding high income),,"4,824592054","4,809424523","5,795973944","6,51044483","6,305825476",,,,,,,,LAC
"Agriculture, forestry, and fishing, value added (% of GDP)",,Latin America & the Caribbean (IDA & IBRD countries),,"5,608705035","5,611836269","6,739561555","7,485495934","7,265980405",,,,,,,,TLA
"Agriculture, forestry, and fishing, value added (% of GDP)",,Least developed countries: UN classification,,"19,05365734","18,90913787","19,53160067","18,98856469","18,34489009",,,,,,,,LDC
"Agriculture, forestry, and fishing, value added (% of GDP)",,Low & middle income,,"8,494979638","8,679666713","9,520141815","9,107862562","8,970441548",,,,,,,,LMY
"Agriculture, forestry, and fishing, value added (% of GDP)",,Low income,,"25,86767607","26,32435441","26,67268184","25,56148484","25,02409037",,,,,,,,LIC
"Agriculture, forestry, and fishing, value added (% of GDP)",,Lower middle income,,"15,07309412","15,3092848","16,5329839","15,9517425","15,43669837",,,,,,,,LMC
"Agriculture, forestry, and fishing, value added (% of GDP)",,Middle East & North Africa,,"4,635846585","4,931051077","5,227333919","5,034689464","4,545862031",,,,,,,,MEA
"Agriculture, forestry, and fishing, value added (% of GDP)",,Middle East & North Africa (excluding high income),,"9,344979435","9,996843504","10,23048682","10,07294638","9,529023522",,,,,,,,MNA
"Agriculture, forestry, and fishing, value added (% of GDP)",,Middle East & North Africa (IDA & IBRD countries),,"9,368331942","10,03307867","10,26877021","10,11891128","9,566450296",,,,,,,,TMN
"Agriculture, forestry, and fishing, value added (% of GDP)",,Middle income,,"8,260544619","8,432530097","9,273490316","8,89095429","8,750523873",,,,,,,,MIC
"Agriculture, forestry, and fishing, value added (% of GDP)",,North America,,"0,9653626785","0,9033116896","1,024971081","1,029311705",..,,,,,,,,NAC
